name,ingredients,url,image,cookTime,recipeYield,datePublished,prepTime,description
Animal Cracker Cookie Recipe,"1 cup whole wheat pastry flour\n1/4 cup walnut of almond meal (see head notes)\n1/2 cup unsweetened finely shredded coconut, very finely minced\n1/4 cup extra-virgin coconut oil, softened\n1/3 cup fine-grain natural cane sugar\n1/4 teaspoon salt\n1 large egg, lightly beaten\na few tablespoons big-grain turbinado sugar",http://www.101cookbooks.com/archives/animal-cracker-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/animal_cracker_cookies.jpg,,"Makes about 2 dozen cookies, depending on the size of your cookie cutters.",10/2/2008,,"Kids love these animal-shaped cookies. They bake up fragrant, golden and crisp and are made from whole wheat pastry flour, a dollop of coconut oil, shredded coconut, ground walnuts, a touch of salt, and as little sugar as I thought I could get away with."
Unfussy Apple Cake Recipe,"2 cups sweet, crisp red apples, cut into 1/4 cubes (peel on)\n2 1/2 cups whole wheat pastry flour\n1 tablespoon aluminum-free baking powder\n2 teaspoons cinnamon\n1/2 cup dark Muscavado sugar (or other fine-grain natural cane or brown sugar), lump-free\n1/2 teaspoon fine grain sea salt\n2 eggs\n1 cup buttermilk\n1/4 cup butter, melted and cooled a bit\n3 tablespoons large grain sugar",http://www.101cookbooks.com/archives/unfussy-apple-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/apple_cake_recipe.jpg,,Serves about 12.,11/5/2008,,A deliciously unfussy and relatively healthy apple cake recipe. Red-skinned apples punctuate a buttermilk batter and a final sprinkling of sugar before baking lends a nice top crust.
Firecracker Cornbread Recipe,"3 tablespoons butter\n1 teaspoon red pepper flakes\n1 cup whole wheat pastry flour\n3/4 cup instant cornmeal (or instant polenta) or fine-grain cornmeal\n1/4 cup natural cane sugar (or brown sugar)\n1 tablespoon aluminum-free baking powder\n1 1/2 teaspoons fine grain sea salt\n1 cup buttermilk\n1 large egg\n2 1/2 cups corn, fresh (or at room temperature if previously frozen)\nmore butter for drizzling (optional)",http://www.101cookbooks.com/archives/firecracker-cornbread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/firecracker_cornbread_recipe.jpg,,Makes 10 slices.,11/19/2008,,"A moist, tender buttermilk cornbread packed with corn kernels and flecked with red pepper flakes. Simple and delicious."
Spice-kissed Pumpkin Pie Recipe,"1 pie crust (of your choice), see head notes for pat-in-pan option\n2 cups hazelnuts (divided) , toasted\n1/2 cup brown sugar\n1 tablespoon pumpkin pie spice blend*\n1 teaspoon salt\n1 tablespoon arrowroot (or cornstarch)\n1 1/2 cups of roasted pumpkin puree*\n1 teaspoon vanilla extract\n3 extra large eggs PLUS one for glaze, lightly beaten\n1 cup coconut milk",http://www.101cookbooks.com/archives/spicekissed-pumpkin-pie-recipe.html,http://www.101cookbooks.com/mt-static/images/food/pumpkinpierecipe.jpg,,Makes one 9 or 10-inch pie.,11/23/2008,,"Favorite, easy pumpkin pie recipe. Made from a rich, roasted pumpkin and coconut milk base, and baked in a hazelnut-lined crust - delicious!"
Sante's Hermit Cookie Recipe,"1 1/2 cups whole wheat pastry flour (or unbleached all-purpose)\n2 teaspoons aluminum-free baking powder\n1/2 teaspoon fine grain salt\n1/2 teaspoon ground cloves\n1 teaspoon ground cinnamon\n1 teaspoon ground allspice\n1/2 cup unsalted butter, room temperature\n1 cup natural cane sugar, sift out any chunks\n1 large egg\n1 teaspoon pure vanilla extract\n1 cup currants\n1 cup walnuts, chopped\n1/4 cup milk\n1 cup organic powdered sugar, sifted\n4 - 5 tablespoons heavy cream\n1 teaspoon pure vanilla extract",http://www.101cookbooks.com/archives/santes-hermit-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/hermit_cookie_recipe.jpg,,Makes about three dozen hermits.,12/17/2008,,"My friend Sante shared his hermit recipe with me - a simple, drop-style, spice cookie loaded with tiny currants, chopped walnuts, and finished with a bit of icing."
Triple Ginger Cookies,"1/2+ cup large-grain sugar (i.e. turbinado)\n2 cups spelt flour OR whole wheat pastry flour\n1 teaspoons baking soda\n1 teaspoon star anise, finely ground\n4 1/2 teaspoons ground ginger\n1/2 teaspoon fine grain sea salt\n1 stick (1/2 cup) unsalted butter, room temperature\n1/4 cup unsulphured molasses (I use Wholesome Sweeteners brand)\n2/3 cup fine grain natural cane sugar, sifted\n1 1/2 tablespoons fresh ginger, peeled and grated\n1 large egg, well beaten\n1 cup crystallized ginger, then finely minced\n2 lemons, zest only",http://www.101cookbooks.com/archives/triple-ginger-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/ginger_cookies.jpg,,Makes about 4 dozen or so. ,1/14/2009,,"This ginger cookie recipe is made special with three kinds of ginger and a hint of lemon zest. Cracked and sugar-crusted on the outside, dense and moist within."
Itsy Bitsy Chocolate Chip Cookie Recipe,"5 ounces good-quality semi-sweet chocolate bar (Scharffen Berger 62%)\n1 cup whole wheat pastry flour\n1/2 teaspoon baking powder \n1/2 teaspoon baking soda \n1/2 teaspoon salt \n1 cup old-fashioned rolled oats\n1/2 cup walnuts, very, very finely chopped (by hand)\n1/2 cup unsalted butter, at room temperature\nscant 1 cup natural cane sugar (or brown sugar)\nscant 1 tablespoon organic unsulphured molasses (blackstrap)\n1 large egg\n1 1/2 teaspoon vanilla extract \n1/4 cup large-grain sugar (for ex: turbinado)",http://www.101cookbooks.com/archives/itsy-bitsy-chocolate-chip-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/itsy_chocolate_chip_cookie_recipe.jpg,,"Makes about 12 dozen tiny, bite-sized cookies.",2/4/2009,,"The perfect bite-sized chocolate chip cookie. Tiny, thin, golden, crisp, a bit nutty with plenty of shaved chocolate."
Nut and Seed Biscotti Recipe,"1 1/3 cups white whole wheat flour\n2 cups mixed nuts and seeds (see head notes)\nscant 1/2 teaspoon fine grain sea salt\n2 large eggs\n2/3 cup natural cane sugar, fine grain\n1/4 cup extra-virgin olive oil",http://www.101cookbooks.com/archives/nut-and-seed-biscotti-recipe.html,http://www.101cookbooks.com/mt-static/images/food/nut_seed_biscotti_recipe.jpg,,Makes 1 1/2 - 2 dozen.,3/2/2009,,"Thin, biscotti-style crackers densely pebbled with all manner of nuts and seeds - green pistachios, rust-toned hazelnuts, and off-black poppy seeds."
Honey-sweetened Thumbprint Cookie Recipe,2/3 cup honey (I use a clover honey)\n1/3 cup warm coconut oil or clarified butter\n1 1/2 teaspoon vanilla extract\n1 1/2 cups whole wheat pastry flour\n3/4 cup rolled oats\n1 tablespoon all natural cornstarch (or arrowroot)\nscant 1/2 teaspoon fine grain sea salt\n1/4 teaspoon baking soda\nzest of one lemon\nyour favorite jam or preserves (preferably fruit sweetened) - berry goes nicely,http://www.101cookbooks.com/archives/honeysweetened-thumbprint-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/thumbprint_cookies.jpg,,Makes a few dozen cookies.,3/5/2009,,"A simple thumbprint cookie recipe. Made with whole wheat pastry flour and oats, and sweetened with honey instead of granulated sugar."
Carrot Oatmeal Cookie Recipe,"1 cup whole wheat pastry flour\n1 teaspoon baking powder\nscant 1/2 teaspoon fine grain sea salt\n1 cup rolled oats\n2/3 cup chopped walnuts\n1 cup shredded carrots\n1/2 cup real maple syrup, room temperature\n1/2 cup unrefined (fragrant) coconut oil, warmed until just melted\n1 teaspoon grated fresh ginger",http://www.101cookbooks.com/archives/carrot-oatmeal-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/carrot_oatmeal_cookie_recipe.jpg,,,3/26/2009,,"One of my favorite cookies - a carrot oatmeal cookie sweetened with maple syrup. They are made with fragrant coconut oil, plenty of chopped walnuts, rolled oats, and a bit of fresh ginger. They also happen to be egg-free and vegan."
Basic Chocolate Cake Recipe,"2 1/2 cups whole wheat pastry flour\n3/4 cup non-alkaline/non-Dutched cocoa powder (I use Dagoba)\n1 tablespoon baking powder (look for non-aluminum type)\n3/4 teaspoon fine grain sea salt\n1/2 cup barely melted unsalted butter (or coconut oil)\n1 cup real maple syrup, room temperature\n2 eggs, lightly beaten\n2 teaspoons vanilla extract\n1 cup coconut milk, room temp\n8 ounces good-quality bittersweet chocolate, shaved or finely chopped\n2 ounces bittersweet chocolate (chopped)\n1/4 cup unsalted butter, room temperature\n1/4 cup maple syrup\n1 cup heavy cream, whipped to stiff peaks",http://www.101cookbooks.com/archives/basic-chocolate-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/basic_chocolate_cake_recipe.jpg,,Makes one 8x8 or 9x9 cake.,4/5/2009,,"This is a rich, decadent, but basic chocolate cake recipe. It is chocolate-packed, moist, and not-too-complicated. Baked and served in one pan slathered with a layer of fresh chocolate whipped cream frosting."
Carrot Cake Recipe,"2 cups whole wheat pastry flour\n2 1/2 teaspoons baking powder\n1 1/2 teaspoons cinnamon\n3/4 teaspoon fine grain sea salt\n3/4 cup finely chopped walnuts \n4 ounces unsalted butter, heated until just melted\n1/2 cup dried dates, seeded and finely chopped into a paste\n3 ripe bananas (1 1/4 cups), mashed well\n1 1/2 cups grated carrots (about 3 medium)\n1/2 cup plain Greek yogurt (2% or lowfat is ok)\n2 eggs, lightly whisked\n6 ounces cream cheese, room temperature\n3 tablespoons agave nectar or maple syrup (or to taste)",http://www.101cookbooks.com/archives/carrot-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/carrot_cake_recipe_09.jpg,,Makes one carrot cake.,4/26/2009,,"An all-natural carrot cake recipe. It is dense, rich, rustic, walnut-studded and carrot-flecked. Sweetened with dates and ripe bananas, it doesn't need any added sugar beyond that. Topped with cream cheese frosting."
Yogurt Tartlets Recipe,"1 cup whole wheat pastry flour\n1/3 cup rolled oats\nscant 1/2 teaspoon fine-grain sea salt\n1/3 cup + 1 tablespoon butter, coconut oil, or olive oil\n2 tablespoons maple syrup\n2 tablespoons natural cane sugar (optional)\n1/4 teaspoon toasted sesame oil\n1 cup plain Greek yogurt (I use low-fat here)\n1/4 cup maple syrup\nzest of one lemon\n3 teaspoons fresh ginger juice*\n2 large eggs, lightly beaten\ncrystalized ginger, dried fruit, or fresh fruit/berries for topping\nspecial equipment: 6 small tart (4-inch) pans or I suspect one 9-inch tart pan would be just about right for a single tart.",http://www.101cookbooks.com/archives/yogurt-tartlets-recipe.html,http://www.101cookbooks.com/mt-static/images/food/yogurt_tartlet_recipe.jpg,,Makes six 4-inch tartlets.,5/3/2009,,"These charming little tartlets finish off a meal nicely. Oat-crusted with a creamy, ginger-spiked yogurt filling, they are delightful topped with any number of adornments - fresh berries, dried fruit, or crystallized ginger."
Breton Buckwheat Cake with Fleur de Sel,"For the cake:\n7/8 cup (140g) buckwheat flour\n1 cup (140g) all-purpose flour\n1/2 teaspoon plus 1/3 teaspoon fleur de sel\n1/4 teaspoon ground cinnamon\n1/2 pound (240g) unsalted butter, at room temp\n1 cup (200g) sugar\n4 large egg yolks\n1 large egg\n3/4 teaspoon vanilla extract\n2 tablespoons dark rum\nFor the glaze\n1 large egg yolk\n1 teaspoon milk",http://www.101cookbooks.com/archives/breton-buckwheat-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/buckwheat_cake_recipe.jpg,,,5/20/2009,,"A deliciously dense, buckwheat flour cake that can be baked off in a tart or cake pan. From David Lebovitz's new book, The Sweet Life in Paris."
Whole Wheat Oatmeal Chocolate Chip Cookies,"2 3/4 cup /  9 oz  / 255 rolled oats (not instant)\n1 cup / 4.5 oz / 125 g whole wheat flour\n2/3 cup / 1 1/2 oz / 45 g wheat bran (or germ)\n1 teaspoon baking soda\n1 1/2 teaspoons baking powder\n1 teaspoon fine grain sea salt\n1 cup / 8 oz / 225 g unsalted butter\n1 cup / 6.5 oz / 185 g natural cane sugar or light brown sugar\n1 cup / 6 oz / 170 g firmly packed Muscovado or dark brown sugar\n2 large eggs\n2 teaspoons vanilla extract\n10 oz / 285 g semi-sweet chocolate bar, chopped and shaved into chunks and splinters",http://www.101cookbooks.com/archives/whole-wheat-oatmeal-chocolate-chip-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/whole_wheat_oatmeal_cookies.jpg,PT15M,,7/17/2010,PT20M,"I'm posting this recipe not because these are the best oatmeal chocolate chip cookies ever of all time. They're good, but...I'm posting the recipe, because they make amazing ice cream sandwich cookies. And it's prime ice cream sandwich season. "
Limoncello Macaroons,"1 large egg white\n14 oz / 400g almond paste\n1/2 cup / 2 oz / 55g confectioners' sugar, sifted, plus quite a bit more for surface and coating\n1/4 teaspoon pure almond extract\nscant 2 teaspoons freshly grated lemon zest\n1 tablespoon limoncello\nscant 1/2 teaspoon fine grain sea salt",http://www.101cookbooks.com/archives/limoncello-macaroons-recipe.html,http://www.101cookbooks.com/mt-static/images/food/limoncello_macaroon_recipe.jpg,PT15M,,9/2/2010,PT45M,"A limoncello macaroon recipe along with a batch of photos from a cabin weekend in Mendocino. The cookies are golden-crusted, powder-coated, almond-citrus gems spiked with limoncello liqueur my sister made for me."
Olive Biscuit Cookies,"9 tablespoons / 4.5 oz / 130g  unsalted butter, room temperature\n3/4 cup / 3 oz / 85 g powdered sugar, sifted\n1 tablespoon extra-virgin olive oil\n1 1/4 cups / 6.5 oz / 185 g all-purpose flour\n1/2 cup / 2 oz / 55g cured olives, pitted and chopped\ntwo pinches of sea salt",http://www.101cookbooks.com/archives/olive-biscuit-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/olive_cookie_recipe.jpg,PT10M,,9/21/2010,PT60M,"Adapted from a Susan Herrmann Loomis recipe - charming, snappy, salty-sweet olive-flecked shortbread deliciousness. Quirky yet sophisticated, they exist in some middle Earth realm between cracker and cookie. "
Pumpkin and Feta Muffins,"1 tablespoon unsalted butter\n2 tablespoons olive oil\n2 cups / 9 oz / 255g cubed pumpkin or butternut squash, 1/2-inch cubes\nsalt and pepper to taste\n1 large handful of baby spinach, chopped\n2 tablespoons chopped parsley or cilantro\n3 tablespoons sunflower seeds kernels\n3/4 cup / 1 oz / 30g freshly grated Parmesan\n100g / 3.5 oz / 1/2 cup cubed feta\n2 teaspoons whole-grain mustard\n2 large eggs, lightly beaten\n3/4 cup / 180 ml milk\n2 cups flour (see headnote!)\n4 teaspoons aluminum free baking powder\n1 teaspoon fine-grain sea salt",http://www.101cookbooks.com/archives/pumpkin-and-feta-muffins-recipe.html,http://www.101cookbooks.com/mt-static/images/food/pumpkin_feta_muffins.jpg,PT60M,,10/8/2010,PT20M,"Savory muffins packed with spinach, feta and Parmesan cheeses, black pepper, mustard, and sunflower seeds. Adapted from a recipe in a lovely little self-published Australian cookbook, Martha Goes Green."
Oat Soda Bread Recipe,"butter, to grease pan\n2 cups / 7 oz rolled oats\n10 ounces / 285 g / ~2 1/4 cups unbleached all-purpose flour, plus more for dusting and kneading\n1 3/4 teaspoons baking soda\n1 1/4 teaspoons fine-grain sea salt\n1 3/4 cups / 415 ml buttermilk, plus more if needed, and 2T. for brushing\nmixed seeds - sesame, caraway, poppy, etc.",http://www.101cookbooks.com/archives/oat-soda-bread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/oat_soda_bread_recipe.jpg,PT50M,Makes one loaf.,1/11/2011,PT10M,"A rustic oat soda bread you can make in less than an hour. Seriously. Made from a simple ingredient list of rolled oats, flour, baking soda, salt, and buttermilk."
Whole Wheat Chocolate Chip Skillet Cookie,"3 cups / 13.5 oz / 380 g whole-wheat flour\n1 1/2 teaspoon baking powder\n1 teaspoon baking soda\n1 1/4 teaspoon fine grain sea salt\n8 ounces / 225 g (2 sticks) cold unsalted butter, cut into 1/2-inch pieces, plus more for buttering the pan\n1 cup / 5 oz / 140 g dark brown sugar\n1 cup / 7 oz / 200 g sugar\n2 large eggs\n2 teaspoons pure vanilla extract\n8 ounces / 225 g bittersweet chocolate, roughly chopped into 1/4- and 1/2-inch pieces",http://www.101cookbooks.com/archives/whole-wheat-chocolate-chip-skillet-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/whole_wheat_chocolatechip_skillet_cookies.jpg,PT30M,,2/8/2011,PT10M,"Made using 100% whole wheat flour and hand-chopped chocolate chips, this is a skillet-baked twist on Kim Boyce's celebrated Chocolate Chip Cookies."
Toasted Almond Sables Cookies,"1 cup / 4.5 oz / 130 g unbleached all-purpose flour\nScant 1 cup / 4 oz / 115g whole wheat flour\n1/2 pound (2 sticks) salted butter, softened\n1/2 cup / 3.5 oz / 100 g sugar\n1/4 teaspoon fine sea salt\n1 teaspoon pure vanilla extract\n1/3 cup / 1 oz / 30 g lightly toasted sliced almonds\n1/2 cup / 2.5 oz / currants\nlarge grain sugar, for sprinkling",http://www.101cookbooks.com/archives/toasted-almond-sables-recipe.html,http://www.101cookbooks.com/mt-static/images/food/almond_sable_cookies_recipe.jpg,PT15M,,3/31/2011,PT120M,"Toasty, nutty sable cookies made with whole wheat flour, sliced almonds, currents and salted butter. And a peek at some of my favorite vintage cookie cutters."
